id,label
1,0.006485681402648271
2,0.06420533386390997
3,0.09564500790058711
4,0.07501598520231523
5,0.007668701130076895
6,0.8639192781419828
7,0.004925580587643468
8,0.006098687139489635
9,0.042416323229465196
10,0.008298248782206648
11,0.06424557369865888
12,0.45463608789729965
13,0.04302478315874161
14,0.07550372156756557
15,0.21441263799168628
16,0.6498907539669064
17,0.08337346072175127
18,0.008595165641677092
19,0.005616598503861469
20,0.06774125553989764
21,0.06406251301233708
22,0.3906053295304726
23,0.2910566631007194
24,0.00602334253912159
25,0.020654392762479754
26,0.061079038105276165
27,0.26958836490016647
28,0.812593858359214
29,0.2728905045308256
30,0.00854571591937957
31,0.027723985547574916
32,0.12115415079645113
33,0.013340895010006586
34,0.04203655211137855
35,0.007062891463192604
36,0.06424557369865888
37,0.05569432953198037
38,0.007869866528251925
39,0.00988745182026291
40,0.00661350625516056
41,0.18132987944490453
42,0.10239950385991252
43,0.1716467167549926
44,0.026811559564759356
45,0.008703517424559229
46,0.032665161329242236
47,0.005965446174324488
48,0.008149165977157877
49,0.005096399184559482
50,0.027990406737373734
51,0.005875388751398879
52,0.895728475228154
53,0.7337920792022938
54,0.008013734040044964
55,0.06424557369865888
56,0.006013639013955579
57,0.7466959555088442
58,0.9374598230021722
59,0.26515204228476963
60,0.06303876537518847
61,0.04934093755135161
62,0.06424557369865888
63,0.008904332382469144
64,0.007202049108544278
65,0.06424557369865888
66,0.006269414942358587
67,0.153582570465502
68,0.7871228604315871
69,0.007480350248491476
70,0.007844213052590605
71,0.007831354413964096
72,0.06424557369865888
73,0.007390225548699291
74,0.06424557369865888
75,0.03390233523380125
76,0.009412842429973586
77,0.07065917139237227
78,0.015129389504175483
79,0.8336222141745024
80,0.052940406166241696
81,0.2037597931567015
82,0.11779061807443336
83,0.02456480669263578
84,0.015332573726865945
85,0.006117851726793825
86,0.06126047268681881
87,0.6897344130496533
88,0.006209871896149639
89,0.006094643830479838
90,0.01692134882847944
91,0.06424557369865888
92,0.0074266042468345015
93,0.06717398655732292
94,0.1296342893144842
95,0.017042901340784303
96,0.409263649947251
97,0.08967611059813288
98,0.0392465313327
99,0.0903106858483211
100,0.005386644555360168
101,0.8995762267498506
102,0.005240265226127775
103,0.0073863726138855565
104,0.010805277232482542
105,0.20063857397358312
106,0.36719266144290186
107,0.0665000753078646
108,0.31594488888041217
109,0.4029576247512914
110,0.006883360764874965
111,0.005318798877808733
112,0.06424557369865888
113,0.09090948278931907
114,0.009775829986068737
115,0.4810254290077376
116,0.35234897073369087
117,0.017155218711497944
118,0.006984562719572932
119,0.13470391588535288
120,0.0055250423955092
121,0.10551024392311736
122,0.014882700434879652
123,0.057321525346353916
124,0.26418987602665334
125,0.04293988365002978
126,0.2569179875859667
127,0.05604942528232003
128,0.006440026645644262
129,0.01670571383723852
130,0.007457367712973111
131,0.021065933788481064
132,0.05339716471515098
133,0.045255949818842546
134,0.05688765192786473
135,0.06424557369865888
136,0.1538363944361528
137,0.9439370699395109
138,0.07065917139237227
139,0.01143696467043524
140,0.052592424683151215
141,0.5966269521191702
142,0.06424557369865888
143,0.2595014951727368
144,0.005293248327759139
145,0.10096878854102945
146,0.166162045099892
147,0.054661177712017
148,0.055747953471038315
149,0.06424557369865888
150,0.14352290765644313
151,0.11435815629675813
152,0.02200920587439577
153,0.1282756093166398
154,0.018718796763882113
155,0.009203939947383393
156,0.07521456734342191
157,0.00540286511837211
158,0.6885072172867026
159,0.005294853028764435
160,0.03191529118315574
161,0.2366650700523877
162,0.018207571820438483
163,0.17680752706715
164,0.9591968895331202
165,0.005433083748979745
166,0.06424557369865888
167,0.05685061678352623
168,0.06424557369865888
169,0.18161739788662012
170,0.006130609739441712
171,0.007458523989409958
172,0.38972268365418783
173,0.06498969993066563
174,0.11336056904079998
175,0.06526312744226091
176,0.006536499612371079
177,0.009978352151478258
178,0.261741198604721
179,0.007092641411087562
180,0.06362259062300361
181,0.006436451115770361
182,0.005940297517208977
183,0.4465750234305884
184,0.006334321544324187
185,0.008242509462204834
186,0.053979440097367576
187,0.06014418812424682
188,0.38246376867091514
189,0.2803294931021846
190,0.04969595352239382
191,0.012450186166274746
192,0.25854628850625994
193,0.009351448375882697
194,0.016227406885871768
195,0.008670650999423492
196,0.06687209027052332
197,0.3951917718422463
198,0.008672125140234264
199,0.4343852296216174
200,0.3871290730717611
201,0.07144965675395064
202,0.07986535029983946
203,0.24619315879625242
204,0.017398862228432878
205,0.8906636754419246
206,0.01084200551876827
207,0.008278213059708881
208,0.38558195917445554
209,0.15912801060934723
210,0.06229397971857918
211,0.008722131645484648
212,0.006214075306698379
213,0.12396840027234922
214,0.9071577660988026
215,0.8444553478295875
216,0.48502178140103774
217,0.3794040102624262
218,0.0061285999560904076
219,0.8747657889787883
220,0.09310541724616347
221,0.28735912233680316
222,0.06029031679631377
223,0.005162858307760816
224,0.006206170010328473
225,0.006495440279409304
226,0.06424557369865888
227,0.05472629446687088
228,0.006574501884097169
229,0.007251517899526787
230,0.007769786082249222
231,0.9341927097012628
232,0.07973734278888357
233,0.0073501390344721616
